id,task,response,guessing,guessing_text,strategy,strategy_text,rt
participant_56,south-east_south,nvc,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,15984
participant_56,south_north,south-east,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,5405
participant_56,north-west_north-west,north-west,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,5677
participant_56,south-west_north,south-east,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,5879
participant_56,north-east_south-east,west,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,11659
participant_56,east_north-east,east,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,6814
participant_56,west_south,west,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,5929
participant_56,north_north-west,north-west,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,6374
participant_56,north-east_north-west,south-east,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,4324
participant_56,north_south-east,south-west,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,4350
participant_56,north-east_north-east,west,yes,it was especially difficult to imagine the compass to see if north-west will lie north-east to something that is south or north-west.,spatial,,5470
participant_57,east_north-west,south,no,,spatial,,66772
participant_57,south-east_east,north,no,,spatial,,294350
participant_57,north_south-west,north-east,no,,spatial,,24203
participant_57,south-west_east,north-east,no,,spatial,,22354
participant_57,south_south,north,no,,spatial,,18348
participant_57,north-east_north-west,south,no,,spatial,,63645
participant_57,south_north,nvc,no,,spatial,,293702
participant_57,south-east_south,north-west,no,,spatial,,23026
participant_57,east_north-east,south,no,,spatial,,21330
participant_57,west_north,south-east,no,,spatial,,35447
participant_57,south_east,north-east,no,,spatial,,192464
participant_57,north-west_north-east,south,no,,spatial,,22291
participant_57,north-east_south-east,west,no,,spatial,,40121
participant_57,west_south,north-east,no,,spatial,,28285
participant_57,north-west_north-west,nvc,no,,spatial,,138579
participant_57,north-east_south-west,nvc,no,,spatial,,29607
participant_57,east_south-west,north,no,,spatial,,35032
participant_57,south-east_north,east,no,,spatial,,32391
participant_57,north-west_south-west,south,no,,spatial,,54480
participant_57,south_west,north-east,no,,spatial,,46117
participant_57,south-west_south,north-east,no,,spatial,,44742
participant_57,north_north-west,south-east,no,,spatial,,28129
participant_57,north-east_north-east,south-west,no,,spatial,,94119
participant_57,north_north-east,south-west,no,,spatial,,54442
participant_57,south-east_west,north,no,,spatial,,42927
participant_57,north-west_south-east,nvc,no,,spatial,,48666
participant_57,east_south-east,north-west,no,,spatial,,42138
participant_57,south-west_west,north-east,no,,spatial,,32510
participant_57,west_west,west,no,,spatial,,31984
participant_57,west_east,west,no,,spatial,,47184
participant_57,north_south-east,west,no,,spatial,,50874
participant_57,south-west_north,east,no,,spatial,,41884
participant_58,west_south,west,no,,verbal,,53682
participant_58,west_west,east,no,,verbal,,40869
participant_58,east_north-west,south-east,no,,verbal,,63394
participant_58,north-east_north-east,south-west,no,,verbal,,7904
participant_58,north-east_south-west,north-east,no,,verbal,,8622
participant_58,north-east_north-west,south-east,no,,verbal,,13715
participant_58,north_south-east,south,no,,verbal,,6186
participant_58,south-east_south,north-west,no,,verbal,,4702
participant_58,south-west_north,north-east,no,,verbal,,5190
participant_58,east_south-west,north-east,no,,verbal,,24081
participant_58,north_north-west,south-west,no,,verbal,,3956
participant_58,south-east_east,west,no,,verbal,,3626
participant_58,south-east_north,east,no,,verbal,,12212
participant_58,north-west_south-west,north-east,no,,verbal,,31048
participant_58,south_north,south,no,,verbal,,3465
participant_58,south-east_west,east,no,,verbal,,10466
participant_58,south-west_west,north-east,no,,verbal,,6499
participant_58,south_east,north,no,,verbal,,4151
participant_58,north-west_north-east,south-west,no,,verbal,,95427
participant_58,north-west_south-east,south-east,no,,verbal,,23922
participant_58,east_south-east,north-west,no,,verbal,,9827
participant_58,north-west_north-west,south-east,no,,verbal,,8113
participant_58,east_north-east,south-west,no,,verbal,,19868
participant_58,south-west_south,north,no,,verbal,,6196
participant_58,north-east_south-east,north-west,no,,verbal,,4236
participant_58,south_south,north,no,,verbal,,11995
participant_58,north_south-west,south,no,,verbal,,7968
participant_58,west_east,east,no,,verbal,,3252
participant_58,south-west_east,north-east,no,,verbal,,5493
participant_58,north_north-east,south-east,no,,verbal,,92880
participant_58,south_west,north,no,,verbal,,21950
participant_58,west_north,north-east,no,,verbal,,9056
participant_59,south_north,nvc,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",14205
participant_59,west_west,east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",6325
participant_59,south-west_west,north,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",13303
participant_59,north_south-west,east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",12095
participant_59,north_north-east,south-west,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",11592
participant_59,south-east_north,west,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",11028
participant_59,east_north-west,south,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",12890
participant_59,north-west_north-east,south,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",17157
participant_59,east_south-west,north,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",12895
participant_59,north-west_south-east,nvc,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",7875
participant_59,north-east_north-west,south,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",8335
participant_59,east_south-east,north,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",13938
participant_59,south_east,north-west,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",31433
participant_59,north-west_north-west,south,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",10051
participant_59,south_south,north,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",27619
participant_59,west_east,nvc,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",38482
participant_59,south-east_south,north-west,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",14752
participant_59,north_south-east,east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",11419
participant_59,south-west_east,north-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",40889
participant_59,north_north-west,south-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",23283
participant_59,north-east_south-west,south-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",47043
participant_59,south-east_east,south-west,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",25213
participant_59,south-east_west,north-west,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",19461
participant_59,north-east_north-east,south,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",34865
participant_59,north-west_south-west,south-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",75446
participant_59,north-east_south-east,east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",29635
participant_59,south-west_south,north-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",59645
participant_59,west_north,south-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",27179
participant_59,west_south,north-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",22476
participant_59,south_west,north-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",19298
participant_59,east_north-east,south-west,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",19799
participant_59,south-west_north,south-east,yes,"I guessed on all of the direction tasks because I cannot visualise direction at all.  In the end my strategy was to treat the directions like a maths equation, and cancel out those that are common, and reverse whats left?  They are all probably incorrect!",other,"I started off trying to imagine the spatial relation - but I couldn't do that.  I finished off by attempting reasoning / maths logic on the directions given, but I doubt I was successful.",27901
participant_6,north_south-east,west,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",15407
participant_6,south-west_west,north-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",21614
participant_6,west_north,south-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",16213
participant_6,east_north-west,south,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",16035
participant_6,south_north,nvc,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",20345
participant_6,north-east_north-east,nvc,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",48938
participant_6,north-east_south-east,nvc,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",21671
participant_6,south-west_north,east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",38136
participant_6,north-west_north-west,south-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",44551
participant_6,south_east,north-west,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",39462
participant_6,east_south-west,north,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",60194
participant_6,east_south-east,north-west,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",32642
participant_6,south-east_west,north,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",96925
participant_6,north-west_south-east,nvc,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",15960
participant_6,north_south-west,east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",32516
participant_6,west_east,nvc,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",17123
participant_6,south-east_north,east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",32555
participant_6,west_west,nvc,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",24632
participant_6,north-west_south-west,east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",62550
participant_6,north-east_south-west,north-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",17784
participant_6,east_north-east,south-west,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",27847
participant_6,west_south,north-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",24430
participant_6,south-east_south,north-west,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",28837
participant_6,north_north-west,south-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",59715
participant_6,north-east_north-west,north-west,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",24339
participant_6,south_south,north,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",23067
participant_6,south-west_south,north-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",23247
participant_6,south-west_east,nvc,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",25204
participant_6,south_west,north-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",31477
participant_6,south-east_east,south-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",23086
participant_6,north_north-east,south-east,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",23375
participant_6,north-west_north-east,south,no,,other,"By imagining the spatial relations between the places, although I found it difficult to account for the potential differences in distance.",29542
participant_60,east_north-east,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,6806
participant_60,north-east_south-west,south-east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,150744
participant_60,south-east_west,east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,5019
participant_60,south-west_west,east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,463065
participant_60,west_north,south,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,4257
participant_60,north-west_south-east,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,911
participant_60,north-east_south-east,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,3567
participant_60,east_north-west,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,5716
participant_60,east_south-west,south-east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,4297
participant_60,south-west_east,west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,4043
participant_60,west_east,west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,5353
participant_60,north_north-west,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,3172
participant_60,north-west_south-west,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,3193
participant_60,south-west_south,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,6336
participant_60,north_north-east,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,6963
participant_60,north_south-east,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,2599
participant_60,north-east_north-west,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,26158
participant_60,south_north,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,6188
participant_60,east_south-east,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,6148
participant_60,south_west,east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,20554
participant_60,north-east_north-east,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,8297
participant_60,south-west_north,east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,17054
participant_60,north_south-west,south-east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,16912
participant_60,south_east,west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,11947
participant_60,south_south,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,31539
participant_60,north-west_north-west,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,28344
participant_60,south-east_east,south-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,5538
participant_60,south-east_north,north-west,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,5944
participant_60,north-west_north-east,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,3276
participant_60,south-east_south,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,5512
participant_60,west_west,nvc,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,2909
participant_60,west_south,east,yes,I tried to picture it in my head and even make directional signals with my hands and I think that may have confused me a little. ,other,I both imagined and used a finger to point in directions in the hope it would help.,8086
participant_61,west_south,south,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,29678
participant_61,south-west_north,north-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,18979
participant_61,north-west_north-west,west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,103931
participant_61,south_west,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,30716
participant_61,east_north-east,nvc,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,26048
participant_61,north_north-west,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,44445
participant_61,north-west_north-east,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,21713
participant_61,south-east_north,south-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,30672
participant_61,north_north-east,nvc,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,44832
participant_61,north-west_south-west,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,41172
participant_61,north-east_south-east,south,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,29006
participant_61,south-west_east,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,30551
participant_61,north-east_south-west,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,34293
participant_61,south_south,south,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,41495
participant_61,north-east_north-east,south,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,35176
participant_61,north_south-east,south-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,54755
participant_61,south-east_west,south-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,137146
participant_61,west_east,west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,272808
participant_61,south-east_east,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,44275
participant_61,west_north,south-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,81426
participant_61,east_south-east,north-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,32542
participant_61,south_north,south,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,36426
participant_61,north_south-west,south-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,95157
participant_61,east_south-west,north-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,50498
participant_61,south_east,west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,19074
participant_61,north-east_north-west,nvc,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,42272
participant_61,south-east_south,south-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,26841
participant_61,west_west,east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,44676
participant_61,east_north-west,south-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,186699
