id,task,response,final,rt,correct,pause_before,substitutions
participant_30,WXNDNS,GTNDNG,GTNDNG,111113,True,4565,"[{""rule"": ""W->S"", ""rt"": 3802}, {""rule"": ""X->T"", ""rt"": 3618}, {""rule"": ""S->G"", ""rt"": 2855}]"
participant_30,VLHTJC,HLXTBC,XLXTBC,77593,False,2503,"[{""rule"": ""V->H"", ""rt"": 4236}, {""rule"": ""J->B"", ""rt"": 2479}, {""rule"": ""H->X"", ""rt"": 2794}]"
participant_30,ZLFPZ,ZLKKZ,ZLKKZ,74620,True,4164,"[{""rule"": ""P->F"", ""rt"": 12547}, {""rule"": ""F->K"", ""rt"": 5239}]"
participant_30,RRKHL,CCHHH,HHKHL,53171,False,6037,"[{""rule"": ""R->C"", ""rt"": 18799}, {""rule"": ""C->H"", ""rt"": 4703}]"
participant_30,CXXMC,CZZMC,CZZMC,33920,True,0,"[{""rule"": ""X->Z"", ""rt"": 9163}]"
participant_30,JPWPWX,JCMCMW,JCMCMM,75543,False,2739,"[{""rule"": ""X->W"", ""rt"": 6405}, {""rule"": ""P->C"", ""rt"": 4394}, {""rule"": ""W->M"", ""rt"": 3548}]"
participant_31,VBVMXTS,VBVMSSS,VBVMSSS,54103,True,1267,"[{""rule"": ""T->Q"", ""rt"": 6069}, {""rule"": ""Q->X"", ""rt"": 9441}, {""rule"": ""X->S"", ""rt"": 14618}]"
participant_31,HLQQL,HZQQZ,HZQQZ,23922,True,0,"[{""rule"": ""L->Z"", ""rt"": 14978}]"
participant_31,NNRTB,NNQTD,NNRNB,24942,False,4228,"[{""rule"": ""T->D"", ""rt"": 2562}, {""rule"": ""D->N"", ""rt"": 8450}]"
participant_31,FMXVM,YMYVM,YMYVM,32188,True,1410,"[{""rule"": ""F->X"", ""rt"": 11978}, {""rule"": ""X->Y"", ""rt"": 9114}]"
participant_31,RSPRMP,LLPLEP,LLHLMH,59336,False,1518,"[{""rule"": ""R->S"", ""rt"": 11483}, {""rule"": ""P->H"", ""rt"": 17735}, {""rule"": ""S->L"", ""rt"": 9369}]"
participant_31,NTCNKX,NXCNTM,NTYNYM,43993,False,1386,"[{""rule"": ""C->K"", ""rt"": 7912}, {""rule"": ""X->M"", ""rt"": 17543}, {""rule"": ""K->Y"", ""rt"": 2589}]"
participant_31,QBVFMN,QFNNYY,QBSFYY,52497,False,1033,"[{""rule"": ""M->N"", ""rt"": 9203}, {""rule"": ""V->S"", ""rt"": 9352}, {""rule"": ""N->Y"", ""rt"": 13690}]"
participant_31,QSBMDXJ,VBVXXXX,QXBXDXJ,48596,False,936,"[{""rule"": ""S->M"", ""rt"": 12202}, {""rule"": ""M->G"", ""rt"": 15967}, {""rule"": ""G->X"", ""rt"": 4765}]"
participant_32,CMHGLYR,CMHGKYR,CMHGLGG,56672,False,1525,"[{""rule"": ""R->Y"", ""rt"": 8122}, {""rule"": ""Y->K"", ""rt"": 3950}, {""rule"": ""K->G"", ""rt"": 3252}]"
participant_32,FRWBHG,FRWBHP,FRDBPP,50816,False,1497,"[{""rule"": ""G->H"", ""rt"": 8846}, {""rule"": ""W->D"", ""rt"": 4263}, {""rule"": ""H->P"", ""rt"": 12589}]"
participant_32,KFZLQL,VFZFQF,VBZBQB,40345,False,4291,"[{""rule"": ""L->F"", ""rt"": 7412}, {""rule"": ""K->V"", ""rt"": 6372}, {""rule"": ""F->B"", ""rt"": 1935}]"
participant_32,BDGXCGJ,BDCKCCJ,BDCCCCJ,50696,False,1348,"[{""rule"": ""X->K"", ""rt"": 7941}, {""rule"": ""K->G"", ""rt"": 8493}, {""rule"": ""G->C"", ""rt"": 6579}]"
participant_32,TYGFF,TQGYY,TQGQQ,37104,False,1921,"[{""rule"": ""F->Y"", ""rt"": 5095}, {""rule"": ""Y->Q"", ""rt"": 17926}]"
participant_32,SQFRQ,SQFRQ,RQFRQ,41128,False,3939,"[{""rule"": ""S->H"", ""rt"": 4970}, {""rule"": ""H->R"", ""rt"": 7693}]"
participant_32,TGNTN,VGNVN,VGNVN,26959,True,0,"[{""rule"": ""T->V"", ""rt"": 8407}]"
participant_32,WNNSWR,WSSSWR,WMMMWX,46344,False,1045,"[{""rule"": ""N->S"", ""rt"": 3951}, {""rule"": ""R->X"", ""rt"": 3215}, {""rule"": ""S->M"", ""rt"": 9651}]"
participant_33,YQYBQ,YQYHQ,YQYHQ,19521,True,0,"[{""rule"": ""B->H"", ""rt"": 5871}]"
participant_33,RFHFQ,RFHHF,RFHFF,29597,False,72371,"[{""rule"": ""Q->X"", ""rt"": 4157}, {""rule"": ""X->F"", ""rt"": 8320}]"
participant_33,PSRVR,PZRZR,PZRZR,29029,True,57423,"[{""rule"": ""V->S"", ""rt"": 5834}, {""rule"": ""S->Z"", ""rt"": 12450}]"
participant_33,CJPPQJ,CTPPTT,CTXXTT,37380,False,1222,"[{""rule"": ""Q->J"", ""rt"": 6462}, {""rule"": ""P->X"", ""rt"": 15968}, {""rule"": ""J->T"", ""rt"": 4804}]"
participant_33,FBJFQW,ZZJZQT,ZZJZQT,28337,True,164106,"[{""rule"": ""B->F"", ""rt"": 7792}, {""rule"": ""W->T"", ""rt"": 6514}, {""rule"": ""F->Z"", ""rt"": 4796}]"
participant_33,BJRSQD,HQZXQT,HJXSQH,36110,False,1693,"[{""rule"": ""B->D"", ""rt"": 13542}, {""rule"": ""R->X"", ""rt"": 3983}, {""rule"": ""D->H"", ""rt"": 2760}]"
participant_33,WFPWTSG,QGGGRSG,WGPWGSG,33884,False,15833,"[{""rule"": ""F->R"", ""rt"": 10830}, {""rule"": ""R->T"", ""rt"": 1754}, {""rule"": ""T->G"", ""rt"": 1984}]"
participant_33,PQKSZGJ,SGGGPQK,PQKSGGG,29698,False,28088,"[{""rule"": ""J->Z"", ""rt"": 8434}, {""rule"": ""Z->N"", ""rt"": 1206}, {""rule"": ""N->G"", ""rt"": 841}]"
participant_34,QKVSWTR,STR,RKVSWRR,36161,False,1023,"[{""rule"": ""T->Q"", ""rt"": 15875}, {""rule"": ""Q->D"", ""rt"": 1981}, {""rule"": ""D->R"", ""rt"": 3945}]"
participant_34,QGGBTHZ,BGGBTHZ,BGGBTBZ,32707,False,812,"[{""rule"": ""Q->K"", ""rt"": 9484}, {""rule"": ""K->H"", ""rt"": 6320}, {""rule"": ""H->B"", ""rt"": 1631}]"
participant_34,JYDHRS,JJKMRS,JKKMRS,34376,False,1069,"[{""rule"": ""Y->D"", ""rt"": 7060}, {""rule"": ""H->M"", ""rt"": 13551}, {""rule"": ""D->K"", ""rt"": 4781}]"
participant_34,GGQMJV,PPQSSV,PPQSSV,49362,True,4482,"[{""rule"": ""J->M"", ""rt"": 25372}, {""rule"": ""G->P"", ""rt"": 7403}, {""rule"": ""M->S"", ""rt"": 6945}]"
participant_34,KZSPZ,JSJPJ,JJSPJ,24655,False,1166,"[{""rule"": ""K->Z"", ""rt"": 12667}, {""rule"": ""Z->J"", ""rt"": 2833}]"
participant_34,FFRXK,FFXXK,FFXXK,24361,True,1170,"[{""rule"": ""R->V"", ""rt"": 1970}, {""rule"": ""V->X"", ""rt"": 12401}]"
participant_34,CCQRR,CCDRR,CCDRR,9850,True,0,"[{""rule"": ""Q->D"", ""rt"": 2887}]"
participant_34,ZPPSRS,LPPRP,LPPLQL,20919,False,945,"[{""rule"": ""Z->S"", ""rt"": 4649}, {""rule"": ""R->Q"", ""rt"": 2925}, {""rule"": ""S->L"", ""rt"": 2980}]"
participant_35,FLXDHRB,RLXDRLB,RLXDRRB,31800,False,1235,"[{""rule"": ""F->H"", ""rt"": 7954}, {""rule"": ""H->G"", ""rt"": 7112}, {""rule"": ""G->R"", ""rt"": 4704}]"
participant_35,PPVXV,PPVNV,PPVNV,12340,True,0,"[{""rule"": ""X->N"", ""rt"": 4440}]"
participant_35,JDRLL,DDRLL,DDRLL,16823,True,2827,"[{""rule"": ""J->N"", ""rt"": 2687}, {""rule"": ""N->D"", ""rt"": 7508}]"
participant_35,PPHFN,PPXXN,PPXXN,17004,True,1340,"[{""rule"": ""F->H"", ""rt"": 6418}, {""rule"": ""H->X"", ""rt"": 4447}]"
participant_35,XXVZPV,FFVTTV,FFVTTV,24968,True,850,"[{""rule"": ""Z->P"", ""rt"": 6486}, {""rule"": ""X->F"", ""rt"": 3504}, {""rule"": ""P->T"", ""rt"": 4355}]"
participant_35,GXTKTQ,RXTKTG,RXTSTR,26572,False,765,"[{""rule"": ""Q->G"", ""rt"": 7403}, {""rule"": ""K->S"", ""rt"": 3890}, {""rule"": ""G->R"", ""rt"": 4373}]"
participant_35,NFVYLW,NCHVVW,NFHHCW,25761,False,895,"[{""rule"": ""Y->V"", ""rt"": 9865}, {""rule"": ""L->C"", ""rt"": 4163}, {""rule"": ""V->H"", ""rt"": 2465}]"
participant_35,XGLPKVK,XKLPKLK,XKLPKKK,28560,False,902,"[{""rule"": ""V->F"", ""rt"": 5022}, {""rule"": ""F->G"", ""rt"": 4166}, {""rule"": ""G->K"", ""rt"": 7815}]"
participant_36,BGYWPYQ,GPBWQYZ,BGGWGGQ,93330,False,1389,"[{""rule"": ""Y->Z"", ""rt"": 7201}, {""rule"": ""Z->P"", ""rt"": 4950}, {""rule"": ""P->G"", ""rt"": 4967}]"
participant_36,TYKMWQ,TMYSWM,NSKMWS,79661,False,11579,"[{""rule"": ""Y->Q"", ""rt"": 12553}, {""rule"": ""T->N"", ""rt"": 15370}, {""rule"": ""Q->S"", ""rt"": 5500}]"
participant_36,YSPFHMX,MSMFHGX,MSMFHMX,65423,False,11982,"[{""rule"": ""Y->P"", ""rt"": 22105}, {""rule"": ""P->G"", ""rt"": 6018}, {""rule"": ""G->M"", ""rt"": 5850}]"
participant_36,SFLLHC,SSDSHS,VFVVBC,53935,False,8307,"[{""rule"": ""L->S"", ""rt"": 15820}, {""rule"": ""H->B"", ""rt"": 2633}, {""rule"": ""S->V"", ""rt"": 2983}]"
participant_36,ZVVBZ,GVVBG,GVVBG,27748,True,0,"[{""rule"": ""Z->G"", ""rt"": 6133}]"
participant_36,CQDDS,CQRRS,RQRRS,42065,False,10227,"[{""rule"": ""C->D"", ""rt"": 9102}, {""rule"": ""D->R"", ""rt"": 12837}]"
participant_36,QWQGN,QWQGM,QWQNN,44317,False,18099,"[{""rule"": ""G->M"", ""rt"": 7001}, {""rule"": ""M->N"", ""rt"": 9335}]"
participant_36,FXWXWZ,FXYXWW,FQYQYY,99533,False,11058,"[{""rule"": ""Z->W"", ""rt"": 19087}, {""rule"": ""X->Q"", ""rt"": 12270}, {""rule"": ""W->Y"", ""rt"": 10936}]"
participant_37,HXHRR,HXHPP,HXHPP,14124,True,0,"[{""rule"": ""R->P"", ""rt"": 3801}]"
participant_37,YWNYH,YWNYY,YWNYY,19457,True,3140,"[{""rule"": ""H->K"", ""rt"": 5124}, {""rule"": ""K->Y"", ""rt"": 4946}]"
participant_37,HPJWJ,HJJWJ,HKKWK,20615,False,77253,"[{""rule"": ""P->J"", ""rt"": 3947}, {""rule"": ""J->K"", ""rt"": 4349}]"
participant_37,RYYRJN,RHHKHN,HKKHHN,48613,False,1549,"[{""rule"": ""R->J"", ""rt"": 8166}, {""rule"": ""Y->K"", ""rt"": 8187}, {""rule"": ""J->H"", ""rt"": 21795}]"
participant_37,DMSNNT,XXSGGT,XXSGGT,33989,True,6457,"[{""rule"": ""D->M"", ""rt"": 12126}, {""rule"": ""N->G"", ""rt"": 4398}, {""rule"": ""M->X"", ""rt"": 8306}]"
participant_37,DJPBNZ,DJNYNZ,DJFYFZ,26610,False,5120,"[{""rule"": ""N->P"", ""rt"": 3817}, {""rule"": ""B->Y"", ""rt"": 8935}, {""rule"": ""P->F"", ""rt"": 7422}]"
participant_37,YRMTLKR,KKMTLKK,KKMTLKK,64637,True,4793,"[{""rule"": ""Y->J"", ""rt"": 9335}, {""rule"": ""J->R"", ""rt"": 23860}, {""rule"": ""R->K"", ""rt"": 18171}]"
participant_37,TGJPWNB,TGNPNNP,TGJPGGB,37780,False,4823,"[{""rule"": ""N->W"", ""rt"": 14804}, {""rule"": ""W->L"", ""rt"": 6593}, {""rule"": ""L->G"", ""rt"": 5875}]"
participant_38,ZQBYKNJ,NQBYKNN,NQBYKNN,35951,True,5823,"[{""rule"": ""Z->J"", ""rt"": 4272}, {""rule"": ""J->V"", ""rt"": 5032}, {""rule"": ""V->N"", ""rt"": 6130}]"
participant_38,ZNWCWKQ,QNWCWZQ,QNWCWQQ,35362,False,3882,"[{""rule"": ""K->D"", ""rt"": 4658}, {""rule"": ""D->Z"", ""rt"": 5765}, {""rule"": ""Z->Q"", ""rt"": 6818}]"
participant_38,TWPFGZ,TWRJFZ,TWRJJZ,28750,False,2306,"[{""rule"": ""G->F"", ""rt"": 4816}, {""rule"": ""P->R"", ""rt"": 4837}, {""rule"": ""F->J"", ""rt"": 4923}]"
participant_38,SXFBNN,SGFGHH,SGFGHH,38631,True,7712,"[{""rule"": ""B->X"", ""rt"": 3318}, {""rule"": ""N->H"", ""rt"": 6970}, {""rule"": ""X->G"", ""rt"": 5863}]"
participant_38,WGNVN,WGLVL,WGLLL,24761,False,5348,"[{""rule"": ""N->V"", ""rt"": 5231}, {""rule"": ""V->L"", ""rt"": 4332}]"
participant_38,LYTKY,LYTTY,LYTTY,25753,True,8244,"[{""rule"": ""K->V"", ""rt"": 4300}, {""rule"": ""V->T"", ""rt"": 6276}]"
participant_38,PDRDR,SDRDR,SDRDR,21990,True,0,"[{""rule"": ""P->S"", ""rt"": 5599}]"
participant_38,XRLCXR,XGJJXG,XGJJXG,34139,True,3671,"[{""rule"": ""L->C"", ""rt"": 4168}, {""rule"": ""R->G"", ""rt"": 5023}, {""rule"": ""C->J"", ""rt"": 6692}]"
participant_39,ZZLNL,ZZHLH,ZZLHL,13605,False,0,"[{""rule"": ""N->H"", ""rt"": 4382}]"
participant_39,HKBJB,JKBJB,JKBJB,31256,True,1889,"[{""rule"": ""H->X"", ""rt"": 5214}, {""rule"": ""X->J"", ""rt"": 8975}]"
participant_39,PVYPR,PVYPW,PWYPW,17366,False,9192,"[{""rule"": ""R->V"", ""rt"": 4553}, {""rule"": ""V->W"", ""rt"": 2652}]"
participant_39,CCNPRP,NNYPMP,YYYPMP,52821,False,895,"[{""rule"": ""C->N"", ""rt"": 4988}, {""rule"": ""R->M"", ""rt"": 9511}, {""rule"": ""N->Y"", ""rt"": 12696}]"
participant_39,ZCRLRQ,ZCLRLQ,ZWWNWQ,48634,False,8316,"[{""rule"": ""C->R"", ""rt"": 8366}, {""rule"": ""L->N"", ""rt"": 8322}, {""rule"": ""R->W"", ""rt"": 5007}]"
participant_39,SMPVTF,SCPMPM,SXBVBF,52146,False,2687,"[{""rule"": ""P->T"", ""rt"": 11855}, {""rule"": ""M->X"", ""rt"": 11457}, {""rule"": ""T->B"", ""rt"": 12076}]"
participant_39,MPXXWZR,MPXXPPR,MPXXPPR,63232,True,1164,"[{""rule"": ""Z->B"", ""rt"": 16873}, {""rule"": ""B->W"", ""rt"": 12821}, {""rule"": ""W->P"", ""rt"": 9362}]"
participant_39,KPSLMTC,KPMLMTC,KPMLMTM,38618,False,1780,"[{""rule"": ""S->C"", ""rt"": 7880}, {""rule"": ""C->N"", ""rt"": 4031}, {""rule"": ""N->M"", ""rt"": 9778}]"
participant_4,WLGBNY,KZRBY,KLZBNZ,27946,False,3752,"[{""rule"": ""G->Y"", ""rt"": 4074}, {""rule"": ""W->K"", ""rt"": 2126}, {""rule"": ""Y->Z"", ""rt"": 1847}]"
participant_4,BCQHLXG,QXBRUA,XCXHLXG,26580,False,1297,"[{""rule"": ""Q->B"", ""rt"": 2328}, {""rule"": ""B->P"", ""rt"": 1986}, {""rule"": ""P->X"", ""rt"": 1156}]"
participant_4,BCKCJGX,CMGXBR,BBKBJBX,27871,False,2424,"[{""rule"": ""G->M"", ""rt"": 5439}, {""rule"": ""M->C"", ""rt"": 1638}, {""rule"": ""C->B"", ""rt"": 1206}]"
participant_4,MFPDQD,MXFOPG,MXKXQX,25773,False,3062,"[{""rule"": ""D->F"", ""rt"": 6289}, {""rule"": ""P->K"", ""rt"": 2351}, {""rule"": ""F->X"", ""rt"": 1837}]"
participant_4,FSFBB,FSFGG,FSFGG,21864,True,0,"[{""rule"": ""B->G"", ""rt"": 7452}]"
participant_4,CMMSR,WMFFCR,WMMWR,33186,False,6148,"[{""rule"": ""S->C"", ""rt"": 12032}, {""rule"": ""C->W"", ""rt"": 3163}]"
participant_4,MGKPM,FGKPF,MMKPM,28553,False,9147,"[{""rule"": ""G->F"", ""rt"": 6731}, {""rule"": ""F->M"", ""rt"": 4673}]"
participant_4,SSRJTT,NSBNR,NNRBBB,27562,False,4385,"[{""rule"": ""T->J"", ""rt"": 6085}, {""rule"": ""S->N"", ""rt"": 2932}, {""rule"": ""J->B"", ""rt"": 1481}]"
participant_40,SVGVS,KGCVK,KVGVK,21922,False,0,"[{""rule"": ""S->K"", ""rt"": 5134}]"
participant_40,QRHDD,QRHJJ,QRDDD,32148,False,10455,"[{""rule"": ""H->J"", ""rt"": 2572}, {""rule"": ""J->D"", ""rt"": 12895}]"
participant_40,XJFXG,CJSVG,PPFPG,37122,False,1906,"[{""rule"": ""X->J"", ""rt"": 22599}, {""rule"": ""J->P"", ""rt"": 1345}]"
participant_40,NHJHJF,NGBGBB,NGBGBB,97219,True,1367,"[{""rule"": ""F->J"", ""rt"": 19090}, {""rule"": ""H->G"", ""rt"": 2866}, {""rule"": ""J->B"", ""rt"": 8090}]"
participant_40,QZPQCN,QVGQVN,QVGQVN,70731,True,8824,"[{""rule"": ""Z->C"", ""rt"": 10960}, {""rule"": ""P->G"", ""rt"": 7028}, {""rule"": ""C->V"", ""rt"": 15587}]"
participant_40,NDRSWZ,YDRNWZ,YDRYPZ,43775,False,2516,"[{""rule"": ""S->N"", ""rt"": 7132}, {""rule"": ""W->P"", ""rt"": 4464}, {""rule"": ""N->Y"", ""rt"": 7356}]"
participant_40,YTSKYFX,YVSKYFV,YYSKYFY,58500,False,2940,"[{""rule"": ""T->V"", ""rt"": 8213}, {""rule"": ""V->X"", ""rt"": 10580}, {""rule"": ""X->Y"", ""rt"": 5802}]"
participant_40,DQTFSRW,DQVFVRW,DQFFFRW,52379,False,48420,"[{""rule"": ""T->S"", ""rt"": 5795}, {""rule"": ""S->V"", ""rt"": 9844}, {""rule"": ""V->F"", ""rt"": 3845}]"
participant_41,HNWJPQT,HHHJPQT,HHHJPQT,24785,True,1021,"[{""rule"": ""N->W"", ""rt"": 5283}, {""rule"": ""W->D"", ""rt"": 3353}, {""rule"": ""D->H"", ""rt"": 2761}]"
participant_41,HZDNZLB,HZLNZLL,HZLNZLL,34465,True,444,"[{""rule"": ""D->R"", ""rt"": 4937}, {""rule"": ""R->B"", ""rt"": 5038}, {""rule"": ""B->L"", ""rt"": 4561}]"
participant_41,ZPQXRM,ZJQJRF,ZJQJRF,34660,True,896,"[{""rule"": ""X->P"", ""rt"": 5580}, {""rule"": ""M->F"", ""rt"": 2561}, {""rule"": ""P->J"", ""rt"": 4908}]"
participant_41,BDPLBC,RSDLRR,RDSLRR,23684,False,1280,"[{""rule"": ""C->B"", ""rt"": 4476}, {""rule"": ""P->S"", ""rt"": 3284}, {""rule"": ""B->R"", ""rt"": 3528}]"
participant_41,PQFFQ,CQFFQ,CQFFQ,24519,True,0,"[{""rule"": ""P->C"", ""rt"": 15860}]"
participant_41,VGSLL,BCBLL,BGBLL,33265,False,1058,"[{""rule"": ""S->V"", ""rt"": 14826}, {""rule"": ""V->B"", ""rt"": 5526}]"
participant_41,ZCKFK,CCKFK,CCKFK,49241,True,3052,"[{""rule"": ""Z->L"", ""rt"": 13615}, {""rule"": ""L->C"", ""rt"": 19885}]"
participant_41,ZMMPZT,XHHXXT,XHHXXT,34118,True,1213,"[{""rule"": ""P->Z"", ""rt"": 6581}, {""rule"": ""M->H"", ""rt"": 4106}, {""rule"": ""Z->X"", ""rt"": 5414}]"
participant_42,DNRBSH,KNRKKH,XNRKKH,60822,False,4115,"[{""rule"": ""S->B"", ""rt"": 14556}, {""rule"": ""D->X"", ""rt"": 11824}, {""rule"": ""B->K"", ""rt"": 11817}]"
participant_42,TVLJRMK,OOOOIOIO,MVMJRMK,24459,False,2157,"[{""rule"": ""L->T"", ""rt"": 2608}, {""rule"": ""T->S"", ""rt"": 419}, {""rule"": ""S->M"", ""rt"": 628}]"
participant_42,XYSWWVQ,WWWWWW,VYSVVVQ,84261,False,2422,"[{""rule"": ""X->L"", ""rt"": 22236}, {""rule"": ""L->W"", ""rt"": 30339}, {""rule"": ""W->V"", ""rt"": 3039}]"
participant_42,CMCFLK,CYCYLN,CNCYLN,39353,False,2190,"[{""rule"": ""K->M"", ""rt"": 8553}, {""rule"": ""F->Y"", ""rt"": 10261}, {""rule"": ""M->N"", ""rt"": 7364}]"
participant_42,WMNWM,PMNPM,PMNPM,40553,True,0,"[{""rule"": ""W->P"", ""rt"": 18701}]"
participant_42,WHNHX,WVNVV,WVNVV,80917,True,7475,"[{""rule"": ""X->H"", ""rt"": 45281}, {""rule"": ""H->V"", ""rt"": 6437}]"
participant_42,RJYKYJ,RJYJYJ,CFYFYF,81893,False,3765,"[{""rule"": ""J->K"", ""rt"": 24403}, {""rule"": ""R->C"", ""rt"": 10052}, {""rule"": ""K->F"", ""rt"": 2668}]"
participant_42,TZPNT,TZNTT,TZTNT,59667,False,6447,"[{""rule"": ""P->B"", ""rt"": 32559}, {""rule"": ""B->T"", ""rt"": 11902}]"
participant_43,RBZKFHM,RBZKFFF,RBZKFFF,38121,True,1799,"[{""rule"": ""H->M"", ""rt"": 3385}, {""rule"": ""M->Y"", ""rt"": 3163}, {""rule"": ""Y->F"", ""rt"": 3436}]"
participant_43,QZJQZ,QZJQZ,QZTQZ,35785,False,0,"[{""rule"": ""J->T"", ""rt"": 3057}]"
participant_43,NCGNP,GCGGP,GCGGP,37401,True,4454,"[{""rule"": ""N->M"", ""rt"": 4726}, {""rule"": ""M->G"", ""rt"": 3762}]"
participant_43,KJWTK,QQWTQ,QQWTQ,42677,True,5122,"[{""rule"": ""K->J"", ""rt"": 3241}, {""rule"": ""J->Q"", ""rt"": 4398}]"
participant_43,FXBFTT,QQBQRR,QQBQRR,36450,True,6986,"[{""rule"": ""X->F"", ""rt"": 4897}, {""rule"": ""T->R"", ""rt"": 4668}, {""rule"": ""F->Q"", ""rt"": 4219}]"
participant_43,ZWZKTH,PRPKRH,PRPKRH,39592,True,2474,"[{""rule"": ""T->W"", ""rt"": 4604}, {""rule"": ""Z->P"", ""rt"": 3906}, {""rule"": ""W->R"", ""rt"": 4447}]"
participant_43,RMGKHJ,WWGKHS,WWGKHS,41304,True,2249,"[{""rule"": ""R->M"", ""rt"": 4612}, {""rule"": ""J->S"", ""rt"": 3692}, {""rule"": ""M->W"", ""rt"": 4362}]"
participant_43,MLQZCPM,ZLQZCZZ,ZLQZCZZ,40440,True,2093,"[{""rule"": ""P->N"", ""rt"": 3850}, {""rule"": ""N->M"", ""rt"": 3270}, {""rule"": ""M->Z"", ""rt"": 3620}]"
participant_44,PZHLKCD,PZHLKDZ,LZHLLCD,16559,False,1487,"[{""rule"": ""P->K"", ""rt"": 709}, {""rule"": ""K->M"", ""rt"": 481}, {""rule"": ""M->L"", ""rt"": 414}]"
participant_44,QWZCXWR,QDZCWW,QZZCZZR,11327,False,1889,"[{""rule"": ""X->D"", ""rt"": 578}, {""rule"": ""D->W"", ""rt"": 411}, {""rule"": ""W->Z"", ""rt"": 468}]"
participant_44,GTSNFM,KVSNFM,KVSNFV,41043,False,679,"[{""rule"": ""T->M"", ""rt"": 11844}, {""rule"": ""G->K"", ""rt"": 8806}, {""rule"": ""M->V"", ""rt"": 8200}]"
participant_44,RPRBSD,RPRPQP,RHRBQH,55263,False,2468,"[{""rule"": ""D->P"", ""rt"": 6598}, {""rule"": ""S->Q"", ""rt"": 11672}, {""rule"": ""P->H"", ""rt"": 1520}]"
participant_44,MCZCM,MCQCM,MCQCM,32739,True,0,"[{""rule"": ""Z->Q"", ""rt"": 12770}]"
participant_44,YVLGG,YBLGG,BVLBB,34723,False,2826,"[{""rule"": ""G->Y"", ""rt"": 5372}, {""rule"": ""Y->B"", ""rt"": 13732}]"
participant_44,YCYXN,DCDXN,CCCXN,34872,False,3557,"[{""rule"": ""Y->D"", ""rt"": 4465}, {""rule"": ""D->C"", ""rt"": 3798}]"
participant_44,WTVWCT,WTVWCT,WRZWRR,52537,False,891,"[{""rule"": ""T->C"", ""rt"": 7856}, {""rule"": ""V->Z"", ""rt"": 20107}, {""rule"": ""C->R"", ""rt"": 1945}]"
participant_45,HLRSKF,HMRSKF,HCRMCF,33031,False,1392,"[{""rule"": ""K->L"", ""rt"": 1619}, {""rule"": ""S->M"", ""rt"": 1117}, {""rule"": ""L->C"", ""rt"": 1029}]"
participant_45,DSQZZHK,DUQZZHK,DSQKKKK,28726,False,1635,"[{""rule"": ""H->V"", ""rt"": 1275}, {""rule"": ""V->Z"", ""rt"": 856}, {""rule"": ""Z->K"", ""rt"": 705}]"
participant_45,SVLDGHZ,SVLLGHQ,SVVVGHZ,20368,False,1223,"[{""rule"": ""D->L"", ""rt"": 1319}, {""rule"": ""L->T"", ""rt"": 575}, {""rule"": ""T->V"", ""rt"": 491}]"
participant_45,TPRHKT,TQRHKT,WQRWKW,19458,False,1479,"[{""rule"": ""T->H"", ""rt"": 1697}, {""rule"": ""P->Q"", ""rt"": 1140}, {""rule"": ""H->W"", ""rt"": 694}]"
participant_45,VFKWW,VVKWW,CCKWW,18357,False,1690,"[{""rule"": ""F->V"", ""rt"": 3503}, {""rule"": ""V->C"", ""rt"": 1570}]"
participant_45,CBRVV,CPRVV,BBRVV,27364,False,1898,"[{""rule"": ""C->P"", ""rt"": 4822}, {""rule"": ""P->B"", ""rt"": 9943}]"
participant_45,CBKCB,CBKNB,NBKNB,26178,False,0,"[{""rule"": ""C->N"", ""rt"": 3290}]"
participant_45,HBWBCH,HHWHCH,RLLLCR,25026,False,863,"[{""rule"": ""B->W"", ""rt"": 1720}, {""rule"": ""H->R"", ""rt"": 1180}, {""rule"": ""W->L"", ""rt"": 772}]"
participant_46,XYVDXCW,XYYDXYV,XYYDXCY,44703,False,1083,"[{""rule"": ""W->B"", ""rt"": 7598}, {""rule"": ""B->V"", ""rt"": 4847}, {""rule"": ""V->Y"", ""rt"": 4549}]"
participant_46,WSVXPD,ZWPXPD,BSVTBD,32234,False,1054,"[{""rule"": ""P->W"", ""rt"": 9645}, {""rule"": ""X->T"", ""rt"": 5654}, {""rule"": ""W->B"", ""rt"": 1443}]"
participant_46,ZWQPNZ,ZVPPNZ,ZVFFNZ,41935,False,3880,"[{""rule"": ""P->Q"", ""rt"": 7578}, {""rule"": ""W->V"", ""rt"": 5324}, {""rule"": ""Q->F"", ""rt"": 4763}]"
participant_46,SMPQDHX,STDQDQF,SQPQDHQ,83816,False,877,"[{""rule"": ""M->X"", ""rt"": 21113}, {""rule"": ""X->T"", ""rt"": 23048}, {""rule"": ""T->Q"", ""rt"": 2282}]"
participant_46,NVXQN,NRRQN,NRRQN,16051,True,1039,"[{""rule"": ""V->X"", ""rt"": 5934}, {""rule"": ""X->R"", ""rt"": 3131}]"
participant_46,KKLFW,KKFFW,KKFFW,18439,True,5740,"[{""rule"": ""L->S"", ""rt"": 4349}, {""rule"": ""S->F"", ""rt"": 7716}]"
participant_46,KZGKZ,KJGKJ,KJGKJ,38769,True,0,"[{""rule"": ""Z->J"", ""rt"": 15947}]"
participant_46,XGXTCT,FFFTKT,FFFTKT,24319,True,793,"[{""rule"": ""X->G"", ""rt"": 5546}, {""rule"": ""C->K"", ""rt"": 2199}, {""rule"": ""G->F"", ""rt"": 4743}]"
